   SAO; m(vis); RA(deg); DEC(deg); RAchange(deg/yr); DECchange(deg/yr)
82178;5.8;182.9630947;25.87033713;-0.00001428;-0.00000778
82182;5.7;183.0387028;20.54192398;-0.00000546;-0.00000611
82211;5.1;184.0855824;23.9453667;-0.00000924;-0.00000222
82219;5.7;184.3771951;28.93723004;-0.00001344;0.00001028
82250;5.7;185.0820996;26.61958456;-0.00002016;-0.00002972
82271;6;185.5450331;24.77377573;-0.00001932;-0.00000222
82273;4.8;185.6263748;25.84612564;-0.00000378;-0.00000278
82291;5.1;186.0772205;26.09858182;-0.00000504;-0.00000306
82310;5.1;186.6003375;27.26821828;-0.0000042;-0.0000025
82313;4.6;186.7345248;28.26838236;-0.00002646;-0.00002305
82314;5;186.7473041;26.82564833;-0.0000021;-0.00000306
82330;5.4;187.2279626;25.91275664;-0.00000798;-0.00000556
82333;5.5;187.3623172;24.10886141;-0.00000966;-0.00000028
82336;5.7;187.4301961;20.89607161;0.00000714;-0.00000917
82346;5.4;187.7524174;24.56719515;-0.00000378;-0.0000025
82390;4.8;188.7127884;22.62920253;-0.00002058;0.00000556
82421;5.5;189.7803885;21.06254915;-0.0000252;-0.00000278
82515;5.8;192.3227561;27.55233784;-0.00003024;0.00000583
82537;5.1;192.9247315;27.54068216;-0.00000378;-0.0000025
82550;5.1;193.3241314;21.24487412;-0.00001428;-0.00000611
82650;6;196.588433;21.15349076;-0.00002184;-0.00001194
82651;5.9;196.5940869;22.61604684;0.00000756;-0.00001361
82659;4.9;196.7947076;27.62468238;0.00001008;-0.00002028
82706;4.3;197.968396;27.87816817;-0.00025368;0.00024499
82825;5.8;201.2779762;23.85439185;-0.00000252;-0.0000025
82905;5.9;204.2462355;24.61329478;-0.0000084;-0.00000083
82942;5.6;205.1686314;19.95568768;-0.0000147;0.00000639
82946;5.8;205.2597278;22.49575259;-0.0000063;-0.00000694
82993;5.9;206.680545;25.70217052;-0.0000063;-0.00001694
83015;5.1;207.4283577;21.26411577;0.00000504;0.00000472
83055;5.8;208.2930327;28.6480908;-0.00003822;0.0000075
83084;5.2;209.1424871;27.49207068;0.00000882;-0.00001333
83103;5.4;209.6621875;21.69617709;-0.00000336;-0.0000125
83203;4.8;212.5998216;25.0916534;-0.00000672;-0.00001694
83394;5.9;218.0843945;26.67717887;-0.00002016;-0.00000806
83395;6;218.1356823;22.25997464;-0.00003864;0.00001
83416;4.5;218.6701867;29.74515811;0.00006132;0.00003694
83440;5.9;219.2989365;26.73651211;-0.00000168;0.00000278
83488;4.9;220.8557792;26.52781789;-0.0000042;-0.00000472
83500;2.7;221.2468665;27.07421528;-0.00001554;0.00000583
83551;5.7;222.4935922;28.61586878;0.00000756;0.00000056
83553;5.8;222.5661379;23.91180855;0.0000462;0.00000889
83624;4.9;225.527218;25.00817285;-0.00000126;-0.00001306
83645;4.7;226.1115103;26.94760989;-0.00005502;-0.00000194
83671;5;226.8253896;24.86910333;0.00005754;-0.00004639
83682;5.7;227.099169;26.30116201;0.00000168;-0.00000389
83685;5.9;227.1480727;25.10862556;-0.00000252;-0.00000028
83729;5.3;228.6216106;29.16431335;-0.00002142;0.00000806
83755;5.7;229.6022237;20.57277663;-0.00000336;-0.00000528
83768;5.6;230.0356492;29.61608271;-0.00003864;-0.00001278
83831;3.7;231.957379;29.10570204;-0.0000567;0.00002361
83893;2.3;233.6720836;26.71472596;0.00003822;-0.00002444
83958;3.9;235.6858092;26.2955453;-0.00003276;0.0000125
84015;5.8;237.1434929;28.1566991;-0.00000084;-0.00000417
84019;4.7;237.3986723;26.06825916;-0.00002394;-0.00001889
84037;4.9;237.8164017;20.97786882;-0.00001596;0.00000528
84070;5.8;238.6443896;20.31104597;-0.00002352;0.00001306
84098;4.2;239.3970066;26.87788434;-0.00002352;-0.00001694
84152;4.9;240.3611316;29.85104133;-0.00000882;-0.00000222
84155;4.8;240.5740359;22.80435808;0.0000042;0.00000611
84240;6;242.9082954;23.49476674;-0.00000882;-0.00000333
84281;5.7;244.1865997;29.15020483;0.0000063;-0.000005
84411;2.8;247.5550885;21.48958849;-0.0000294;-0.00000417
84416;5.3;247.6401843;20.47929624;-0.0000231;-0.0000175
84423;6;247.8059387;22.19535529;-0.00000336;0.00000083
84543;5.9;250.4029854;26.91684835;0.00000084;-0.00001222
84641;5.9;252.6624488;29.80658265;-0.00000126;0
84651;5.2;252.9387612;24.65645341;0.0000042;0.00000167
84687;5.5;253.7299572;20.95851602;0.0000168;0.00000111
84758;5.7;255.2422827;22.63212748;-0.00000336;-0.00000583
84776;6;255.5779163;25.50547002;0.0000168;0.00002472
84835;5.7;256.5752666;22.08399976;-0.00002982;-0.00001167
84951;3.2;258.758059;24.83923675;-0.0000063;-0.00004333
85001;5.8;259.7021889;28.82305498;0.0000147;-0.00000111
85016;5.3;260.0411302;25.5375339;0.0000063;-0.00000417
85021;5.1;260.2258599;24.49953397;-0.00000672;0.00000056
85062;5.7;261.0275891;22.96018604;-0.0000126;-0.00001111
85095;5.4;261.704731;20.08101823;0;0.000005
85163;4.5;262.6847315;26.11070389;0.00000588;0.00000528
85182;5.6;262.9565938;28.40754068;0.0000021;0.00000778
85232;5.8;263.998503;20.99622983;0.00000378;-0.00000417
85264;5.7;264.3796776;24.30991122;-0.00000336;0.00000083
85344;5.6;265.6182702;24.56403357;-0.0000168;-0.00002917
85360;5.7;265.8399327;24.32775314;-0.00003528;0.00001972
85397;3.5;266.6149867;27.72073192;-0.00009576;-0.00020777
85429;5.8;267.1032661;20.56547141;0.00000756;0.00000222
85437;5.3;267.2048745;25.62282844;-0.00000126;-0.00001111
85464;5.6;267.59535;29.32221599;0.00000924;0.00001389
85468;5.9;267.7016497;22.31638866;0.0000042;-0.00000444
85545;5.5;268.8550503;26.05003165;0.00000126;0.00000194
85552;5.7;268.9618588;22.46422443;-0.00000042;0
85590;3.8;269.441392;29.24793542;0.00002772;-0.00000444
85647;5.2;270.3747881;21.59519955;0.00000336;0.00000889
85648;5.1;270.376884;21.59561896;0.00000378;0.00000972
85672;5.1;270.5963132;20.83357679;0.00000168;-0.00000278
85725;5.3;271.5080681;22.21881047;-0.00000294;-0.00000222
85750;3.8;271.8857391;28.76252139;0.00000042;0.00000278
85752;6;271.9564805;26.09738147;-0.00000084;0.00000917
85753;5.9;271.9565223;26.10138989;-0.0000021;0.00000917
85769;4.3;272.1897976;20.81447953;0.00000126;-0.00000222
85770;5.2;272.2203432;20.04525419;0.00000252;-0.00000556
85921;5.5;274.7946939;24.44592801;0.00000378;0.00000028
85941;5;275.0747065;21.96136612;0.00000504;-0.00001556
85956;5.5;275.2378568;29.85903581;0.00000462;0.00001583
85957;5;275.2543649;28.86999915;0.00000168;0.00001389
85975;5.7;275.5363278;23.28515006;0.00000378;0.00002139
86003;3.9;275.9246364;21.76973573;0.00005922;-0.0000675
86043;5.7;276.495082;29.82896067;0.0000084;-0.00000611
86115;5.7;277.3988865;23.86610827;0;-0.00000194
86175;6;278.1922993;23.61689446;0.00000294;0.00000361
86224;5.8;278.876779;23.60566104;0.00000126;0.00000139
86406;4.3;281.4156132;20.54633519;-0.00000252;-0.00009278
86418;4.9;281.51878;26.66207054;0.00000546;0.00000583
86451;6;282.0683636;23.51404162;0.00000714;-0.00000833
86521;5.3;283.068601;21.42516051;-0.00000168;-0.00000222
86558;5.8;283.5549931;27.90944595;-0.00000504;-0.00002055
86567;4.6;283.6871762;22.64521097;0.00000252;0.00000111
86673;5.3;284.9396309;26.23050655;0.0000273;-0.00000222
86707;5.5;285.3222396;26.29139537;-0.0000021;-0.00000278
86817;5.7;286.6600232;24.25077795;0.0000168;0.00000417
86819;5.5;286.6573607;28.62862684;0.00002436;0.00002389
86930;5.9;288.152828;21.55434936;0.00000168;-0.00000056
86987;5.6;288.8225535;21.23220487;0.00001176;0.00000333
87010;4.6;289.0543534;21.39050228;-0.00000126;-0.00000056
87036;5.4;289.4317912;23.02555539;0.00000042;-0.00000139
87136;4.9;290.7120292;26.26239567;-0.00000042;-0.00000278
87159;4.9;291.0317873;29.6213247;0.00000546;0.00000361
87261;4.6;292.1765047;24.66492574;-0.00003864;-0.00002944
87267;6;292.2376714;24.76874516;0;0.00000389
87301;3.2;292.6805587;27.95961816;0.00000126;-0.00000111
87302;5.4;292.6890127;27.965338;-0.00000294;0
87314;6;292.8408174;26.61723715;0.00001008;0.0000075
87385;5.4;293.7123427;29.46307141;0.00000504;0.00000667
87633;5.5;295.9289768;25.77195623;0.00000378;0.00000556
87729;6;296.9526854;25.38395652;0.0000252;-0.00000722
87813;4.9;297.7671733;22.6099414;0.00000672;-0.00000528
87840;5.7;298.0065317;24.99258667;-0.00000126;0.00000361
87883;4.5;298.3655775;24.07964742;0.0000084;0.00001056
87908;5.5;298.6296819;24.31938623;0.00000798;0
88016;5.7;299.7939698;23.10127466;-0.00002142;0.00000167
88071;4.7;300.2753571;27.75366268;0.0000189;0.00000222
88088;5.8;300.4362993;24.80038103;0.00000168;-0.00000083
88098;5.3;300.5060827;24.93798091;0.0000273;0.00001944
88133;5.7;300.9059243;29.89677197;0.0002205;-0.00014611
88212;5.1;301.7226037;23.61445595;0.00000462;0.00000083
88295;5.5;302.6397084;26.90415962;0.0000063;0.00000361
88330;5.8;302.9501376;26.80897354;0.0000021;-0.00000278
88339;5.9;303.0030875;26.47877899;0.00000252;-0.00000306
88391;5.2;303.5606708;28.69474333;0.0000042;-0.00000611
88410;4.8;303.8163584;25.59190074;0.00000252;-0.00000167
88416;5.4;303.8759879;23.50867243;0;-0.00000417
88428;4.7;303.9422711;27.81428507;-0.00001134;0.00000222
88451;5.5;304.1963545;24.67109764;0.00000546;-0.000005
88580;5.4;305.5143132;24.4460363;0;-0.00000194
88664;5.8;306.4190723;21.40966028;0.00000294;-0.00000194
88783;6;307.7423308;20.60577385;0.00002772;0.0000125
88903;5.5;309.2695148;26.46201767;0.00000462;-0.00000222
88944;4.8;309.6306566;21.20122962;0.000021;0.00000167
88945;5;309.6330733;24.11607266;0.00000336;-0.00000056
88959;5.9;309.7940774;21.81736058;0.00000546;0.00000389
89084;5.1;311.218899;25.270681;-0.00000924;-0.00004972
89216;5.4;312.8677037;28.25054045;0.00000084;-0.00000111
89228;4.8;313.0321037;27.09694051;-0.000021;-0.00001806
89272;5.2;313.6402413;28.0576381;-0.00000042;-0.00000056
89332;5.6;314.5682247;22.32594675;-0.00000126;-0.00000056
89640;5.8;320.2683564;23.85579159;0.0000735;-0.000035
89678;5.7;320.9952481;24.2742337;0.00004158;0.00000611
89685;5.7;321.1417438;26.17446209;0.00001512;0.00000056
89720;5.4;321.9170608;27.60854903;0.00001386;0.00000528
89752;4.8;322.4871695;23.63882213;0.00000714;0.00000083
89871;5.8;324.754833;20.26539039;0.0000336;-0.00000083
89940;4.7;326.0359751;28.74287409;0.00009324;-0.00006694
89949;4.3;326.1614248;25.645034;0.0000105;0.00000306
89972;5.5;326.5182332;22.94888616;0.0000021;-0.00000083
90040;5;327.4613215;30.17419422;0.00000588;-0.00000778
90065;5.6;328.1247295;28.79342961;-0.0000189;-0.00001861
90075;5;328.2657838;25.92511764;0.00000252;-0.00000083
90214;5.9;331.2974644;26.67377321;0.0000105;0.00000889
90217;5.6;331.3943975;28.96397171;0.00000798;-0.00000333
90238;4;331.7529351;25.34507272;0.00009282;0.00000667
90252;5.7;331.959656;21.70286065;-0.00001428;-0.00001917
90259;6;332.0716602;25.5434898;-0.00001176;-0.00001028
90337;6;333.4111483;28.6082324;0.00002268;-0.00000028
90440;4.9;335.3306533;28.33048528;0.00000588;0.00000056
90544;6;337.2927331;26.76318445;0.00000798;-0.00000139
90717;4.9;340.4393342;29.30759353;-0.00000126;-0.0000075
90734;3.1;340.7507008;30.22125814;0.00000462;-0.00000722
90775;4.1;341.6329638;23.56563362;0.00001764;-0.00000306
90816;3.7;342.5009769;24.60161732;0.00004536;-0.00001139
90896;5.6;344.3665396;20.76876837;0.0000609;0.00001639
90981;2.6;345.9437073;28.08280699;0.00005964;0.00003805
91019;5;346.7780241;25.46827588;-0.00000126;-0.00000861
91022;5.9;346.8700074;21.13413509;0.00003444;-0.00001472
91186;4.6;350.1594796;23.74036404;0.00001008;-0.00000194
91253;4.6;351.3450672;23.40416088;0.0000588;0.00001056
91278;5.9;351.9182927;25.16715093;0.00000798;-0.00001111
91340;5.5;353.3672096;22.4987165;0.00000336;-0.00000528
91457;5;355.9978981;29.3615381;0.0000231;-0.00001028
91522;5.9;357.4143402;28.84239346;0.000021;0.00000694
91611;4.8;359.4398785;25.14141709;-0.00001008;-0.00000917
91669;5.9;0.5425918;27.08208199;0.00026418;-0.00027527
91701;5.7;1.42494655;13.39649945;0.00001344;0
91734;5.7;2.2599509;18.21203726;0.00004032;-0.00000667
91750;5.5;2.50945921;11.14567348;0.00001176;-0.00000111
91781;2.9;3.30898428;15.18356118;0.00000084;-0.00000333
91792;4.9;3.65073024;20.20669886;0.00002814;0
91910;5.3;7.01221925;17.89318957;0.00003444;0.00000583
91995;5.9;9.19719917;15.23160256;0.00000126;-0.00000528
92072;5.6;11.637425;15.47561678;-0.00000798;-0.0000125
92080;5.7;11.75608746;11.97394615;0.00001596;-0.00000889
92099;5.2;12.24464187;16.94059189;-0.00000042;-0.00005667
92145;5.8;13.64684657;19.18830956;0.00000546;-0.00000389
92230;5.6;16.27233092;14.94613025;0.0000021;0.00001528
92283;5.6;17.4550314;19.65848176;-0.00000168;0.0000025
92326;5.9;18.53196898;16.13351408;-0.00000672;-0.00000694
92436;5.3;21.5636118;19.17234581;-0.00000714;0.00000278
92444;5.6;21.67361172;19.24042353;0.0000147;-0.00001667
92463;6;22.47035393;18.355687;0.00001848;-0.00000083
92484;3.7;22.8708997;15.34576387;0.0000084;-0.00000167
92520;6;23.70451692;18.46046211;0.00000966;-0.00001917
92531;5.9;23.97817943;17.43353115;0.00004452;0.00000278
92536;5.6;24.2747253;12.14159022;-0.00001848;0.00001194
92637;5.7;27.0454969;16.95556729;0.00001512;-0.00000972
92659;5.9;27.71653099;11.04342053;-0.00002016;-0.0000075
92680;4.8;28.38252705;19.29585664;0.0000231;-0.00003111
92681;4.8;28.38261414;19.29367654;0.00002352;-0.00002889
92721;5.2;29.33767325;17.81752875;0.0000105;-0.00000556
92822;5.9;32.65663674;19.50034306;0.00002604;-0.00000778
92841;6;33.26374132;15.27983302;0.00002814;-0.00000639
92877;5.7;34.53143725;19.90118219;-0.00000336;0
92932;5.5;36.20440872;10.61065962;0.00000588;-0.00000389
93022;5.7;39.15788918;12.44767642;0.0000798;-0.00002389
93062;5.7;40.59155615;20.01154306;0.00000882;-0.00001194
93082;5.8;41.13728146;15.3117611;-0.00000042;-0.00000528
93083;5.2;41.23991485;12.44578222;0.00003486;-0.00002333
93118;6;42.13377746;18.28372576;0.00001302;-0.00001
93127;5.3;42.32301116;17.4642841;-0.00000042;-0.00000417
93144;5.5;42.87334878;15.082025;0.00000966;-0.0000075
93189;5.9;43.95206998;18.33163422;-0.00000252;-0.00000472
93195;5.6;44.10892411;18.02316738;0.00008106;-0.00005861
93276;5.8;46.59873315;13.18732165;0;-0.00001667
93320;5.9;47.66195871;11.87254862;0.00001176;-0.00000722
93328;4.5;47.9073211;19.7267096;0.00004494;-0.00000278
93463;5.1;52.60208567;11.33644271;-0.00000252;-0.000005
93469;4.3;52.71830618;12.9367018;0.00000588;-0.00000028
93557;5.5;55.57889927;19.70030712;0.00000042;-0.00000333
93611;5;57.06788705;11.14341259;0.00000798;-0.00000611
93650;6;58.29189608;17.32710363;0.000042;-0.00000806
93719;4;60.17011313;12.49037382;-0.00000168;-0.00000306
93721;5.8;60.20323813;18.1938785;0.00003864;-0.00000917
93775;5.9;61.92510526;15.16271639;0.00003822;-0.00000667
93784;6;62.25649328;13.39832432;0.0000042;-0.00000278
93785;5.7;62.29159326;19.60922915;0.00003192;-0.00000889
93868;3.9;64.94838977;15.62760306;0.0000336;-0.00000722
93872;5.6;64.99038988;14.03518834;0.0000336;-0.00000583
93874;6;65.10447327;18.74245943;0.00003192;-0.00001194
93876;5.3;65.15132748;15.09541102;0.00003108;-0.00000667
93892;5.8;65.51463614;14.07711626;0.00003276;-0.00000722
93897;3.9;65.73374444;17.54250088;0.0000315;-0.00000806
93900;5.7;65.8543819;16.77723125;0.00003024;-0.00000778
93907;4.8;66.02405711;17.4439756;0.00003234;-0.00001056
93918;6;66.23805291;19.04173201;0.00003108;-0.00001222
93923;4.2;66.37245682;17.92813428;0.00003192;-0.00000778
93932;4.6;66.58653227;15.6183114;0.00003234;-0.00000639
93935;4.9;66.65174062;14.71374994;-0.00000084;-0.00000917
93943;5.8;66.8699362;11.2125371;-0.00000084;-0.00000083
93948;6;67.09767841;14.74091388;0.00003108;-0.00000667
93950;5.3;67.10993226;16.35986401;0.00000168;0.00000778
93954;3.6;67.15418639;19.1804205;0.00003192;-0.00001028
93955;4;67.14368637;15.96218073;0.00002982;-0.0000075
93957;3.6;67.16550346;15.8709028;0.00002982;-0.00000694
93960;5.1;67.20924479;13.04764366;0.0000315;-0.00000389
93970;5.7;67.53582856;15.63810308;0.0000294;-0.00000667
93975;4.8;67.64027422;16.19398063;0.00003108;-0.0000075
93978;5.5;67.66207012;15.69190556;0.00002982;-0.00000639
93979;5.5;67.65564497;13.72437982;0.00003066;-0.00000639
93993;6;67.96565764;15.8516388;0.0000294;-0.0000075
94007;4.8;68.4621034;14.8444027;0.00002898;-0.00000722
94026;4.4;68.9136453;10.1608704;0.00001554;-0.00001278
94027;1.1;68.98020411;16.50927255;0.0000189;-0.00005278
94043;5.8;69.53936242;16.0334252;0.00002688;-0.00000639
94044;4.3;69.53935841;12.51091551;0.00002856;-0.00000333
94051;5.1;69.7884794;15.79982506;0.00001134;-0.00002
94054;4.9;69.81874591;15.91805838;0.00002352;-0.00000472
94063;5.4;70.0141836;12.19772635;-0.00000042;-0.0000025
94095;5.4;71.10764186;11.14610377;0.00002856;-0.00000417
94111;5.4;71.50733392;11.70567919;0.00002058;-0.00000139
94164;5.1;72.84365131;18.83983192;0.00002436;-0.00001
94176;5.2;73.13317215;14.25059934;-0.00000042;-0.00001611
94197;5.1;73.69540953;11.42599032;-0.00000378;0.00000556
94201;4.7;73.72400529;10.15072561;0.00001302;-0.00003667
94212;5.7;73.95945551;15.0400776;0.00000504;-0.00000583
94218;4.3;74.09286419;13.51442165;-0.000021;-0.00001278
94227;5.7;74.34306005;17.15366179;-0.00000378;-0.00000194
94240;6;74.74754319;14.54288012;0.00000168;-0.00000472
94290;4.6;76.14229371;15.40404458;0.00000462;-0.00000972
94332;5;76.86258556;18.64499011;0.00015876;0.00000444
94359;4.9;77.42489858;15.5972529;0.00000042;-0.00000361
94377;5.4;77.92337376;16.04566415;0.00000252;0.00000222
94426;5.5;79.01738263;11.34131228;-0.00000084;-0.00000278
94526;5.1;81.10605403;17.3834615;0.00007224;-0.0000025
94554;5.3;81.79204175;17.96214793;0.00000168;-0.00000639
94566;5.5;81.94015827;15.87411652;0.00000168;-0.00000611
94573;6;82.0068586;17.23899243;0.00000588;-0.00001389
94596;5.8;82.60876301;15.36027231;-0.00000798;-0.00001389
94628;4.7;83.05327128;18.59431484;0.00000084;-0.00000028
94630;6;83.05906331;17.058156;-0.00000042;-0.0000025
94649;5.5;83.38178419;18.54023448;-0.00000042;0
94652;5.6;83.47601344;14.30567436;-0.00000252;-0.00000111
94671;5.6;83.80573816;10.24010648;0.0000063;-0.00000222
94700;5.4;84.26570082;17.04035877;0.00001344;-0.00000861
94759;4.9;85.32392617;16.534006;0.00000252;-0.000005
94848;5.9;86.68959792;15.82245576;0.00000126;-0.00000111
94855;5.7;86.80495614;14.48838837;0.00000294;-0.00001083
94858;5.5;86.85915167;17.72910357;-0.00000126;-0.00000167
94864;5.2;86.92910583;13.89956058;0.00000378;-0.00000389
94888;4.9;87.38730607;12.65119625;-0.00000546;-0.00000667
94904;5.7;87.62036877;14.30568295;0.00000168;-0.00000972
94942;6;88.09767315;19.86802396;-0.00000084;0.00000083
94945;5.6;88.09287749;14.17174371;-0.00000588;-0.00000139
94986;5.9;88.73621937;19.74953224;-0.00000084;-0.00000222
95075;5.8;89.72169854;12.80874366;-0.00000378;0.00000583
95166;5.2;90.86385307;19.69064018;-0.00000042;-0.00000472
95170;6;90.8530826;11.68077385;-0.00000462;-0.00000417
95259;4.4;91.89302887;14.76846056;0.00000168;-0.00000583
95352;5.9;92.86633325;13.63858795;-0.00000168;-0.00000472
95359;5.7;93.0056331;19.790599;0.00000042;-0.00000278
95362;4.4;92.98508739;14.20876596;0.00000084;-0.00000556
95365;4.9;93.01380405;16.13050835;0.00000252;-0.00000389
95419;5.7;93.61904193;17.90629541;-0.00000252;-0.00000333
95432;5.2;93.71197916;19.15630413;-0.00002898;-0.00005222
95444;5.8;93.78553378;13.85116626;0.00000882;0.00000278
95447;5.3;93.85477519;16.14319765;0.00000084;-0.00000333
95457;5.4;93.93743756;12.55111539;0;0.00000028
95476;5.1;94.11095846;12.27214042;0.00002352;0.00005139
95502;6;94.52300464;14.38279393;-0.00000588;0.00000056
95543;6;95.0177132;14.65118579;-0.00000084;-0.00000389
95599;6;95.65230486;12.57014046;-0.00000924;-0.00001028
95659;4.7;96.36709288;14.72198048;-0.0000042;-0.00000056
95766;5.8;97.78963472;11.25095967;-0.00000126;-0.00000444
95788;5.1;97.95114356;11.54454277;0.00000378;0.00000889
95830;5.6;98.40059359;14.15519955;-0.00000546;-0.00002361
95912;1.9;99.42806485;16.39928352;0.0000126;-0.00001167
95963;5.9;99.94833134;12.98314062;-0.00000966;-0.00000028
96015;5.1;100.6013694;17.64527007;0.00000126;-0.00002417
96051;4.6;100.9970903;13.22787963;-0.00000084;-0.00001611
96074;3.4;101.3223694;12.89555482;-0.00003318;-0.00005333
96161;5.7;102.4576244;16.2029056;-0.00000546;-0.0000025
96179;5.9;102.6061953;13.41327451;-0.00000084;-0.00000056
96265;4.7;103.6612121;13.17776013;0.00002226;-0.00002278
