   SAO; m(vis); RA(deg); DEC(deg); RAchange(deg/yr); DECchange(deg/yr)
142546;5.1;280.8803965;-8.27522265;0.00000672;0.00000222
142606;5.7;281.6190425;-0.96163896;0.00000378;-0.00000611
142618;4.5;281.7937718;-4.74789038;-0.00000126;-0.00000472
142620;4.5;281.8707842;-5.7050912;-0.00001176;-0.00000778
142692;5.9;282.7437138;-9.7741398;0.00000042;-0.00000056
142706;6;282.8423846;-3.31799863;0;-0.00000694
142838;5;284.2654765;-5.84618555;0.00001848;-0.00001
142931;4.1;285.4202561;-5.73900745;-0.00000546;-0.00000917
142959;5.5;285.7273146;-3.69900138;0.0000063;0.00000194
142996;5.5;286.240269;-4.0314763;0.00000546;-0.0000075
143021;3.5;286.5623442;-4.88250457;-0.00000504;-0.00002444
143134;5.4;288.1697612;-7.93953917;0.00000462;-0.00000194
143286;5.1;290.1372039;-5.41574913;0.00003234;0.00001333
143292;5.5;290.1487582;-0.89211394;0.00000168;0.00000167
143324;6;290.5896706;-0.25242524;0.0000147;-0.00000722
143482;5.2;292.6660589;-2.78882035;0.00000588;-0.00000194
143597;4.3;294.1805135;-1.28649755;0.00000126;-0.000005
143600;5;294.2228637;-7.02752468;0.00000084;-0.00000111
143621;5.5;294.447222;-4.64758491;0.00002982;-0.00001417
143678;5.5;295.1806678;-0.6212532;0.00000504;0.00000417
143883;5.6;298.3282069;-3.11444843;0.00000672;0.00000417
143894;6;298.5344569;-8.5742586;0.00000126;-0.00000528
143898;5.8;298.656969;-8.22724487;0.00000252;-0.00000694
144045;5.8;301.0967285;-0.70930883;0.00000084;-0.00003278
144095;6;302.0076578;-0.67824476;0.00003234;-0.00001944
144150;3.4;302.8263082;-0.82146421;0.00001092;0.00000139
144181;5.6;303.3078794;-1.00934229;0.0000063;-0.00000778
144468;6;307.1036849;-3.35774817;0.0000063;-0.00000417
144495;5.1;307.4126101;-2.88547894;0.00002016;-0.00000528
144624;5.2;309.181819;-2.54959836;0.0000021;-0.00000111
144649;4.5;309.5845191;-1.10521421;0.0000042;-0.00000611
144810;3.8;311.9191368;-9.49574237;0.00001008;-0.00000917
144814;4.6;311.9344405;-5.0277076;0.00000042;-0.00001083
144877;6;312.8573704;-5.62649626;0.00002772;-0.00000028
144889;5.5;313.0362742;-5.50689644;0.00000042;0.00000028
144895;4.8;313.1636038;-8.98330306;0.0000126;-0.00000833
144968;5.7;314.2252624;-9.69751182;-0.00000084;-0.00000278
145065;5.9;316.0198837;-5.82305752;0.00000504;-0.0000025
145278;5.7;319.5463061;-4.51940447;0.0000042;0.00000472
145317;6;320.2680602;-4.56009595;-0.00000336;0.00000306
145382;5.8;321.3046231;-9.74861452;0.00000714;-0.0000475
145384;5.7;321.3207026;-3.55690665;-0.00000378;-0.00002055
145457;3.1;322.8898862;-5.57118805;0.0000063;-0.00000222
145510;5.9;323.823641;-3.98315417;-0.00000126;0.00000028
145537;4.8;324.4380829;-7.85423603;0.00003276;-0.00000694
145637;5.3;326.2513208;-9.08252563;0.00000588;-0.00000139
145731;5.9;328.543355;-4.27608754;0.00001596;-0.00002583
145836;5.6;330.8186394;-6.52247996;0.0000126;0.00000167
145837;4.7;330.8284725;-2.15541185;0.00000546;-0.00000389
145853;5.2;331.1977812;-0.90654733;-0.0000042;-0.00001444
145862;3.2;331.4460892;-0.31982802;0.00000546;-0.0000025
145991;4.3;334.2085947;-7.78331415;0.00003402;-0.00000611
145993;5.8;334.2774448;-5.38708232;0.00000168;0.00000583
146023;5.4;335.0497904;-7.82116375;0.00000462;-0.00000028
146044;4;335.4141866;-1.38732555;0.00003696;0.00000194
146067;5.9;336.028912;-4.8368656;0.00000924;-0.00000111
146107;4.6;337.2072248;-0.02028615;0.00005082;0.0000025
146108;4.4;337.208675;-0.02005009;0.0000588;0.00001167
146160;5.9;338.5120209;-1.57430065;0.00001008;-0.00001111
146181;4.1;338.8392212;-0.11748618;0.00002562;-0.00001556
146210;5.3;339.4392257;-4.22802381;-0.0000189;-0.00003305
146362;3.8;343.1536895;-7.57965852;0.00000294;0.00000972
146388;5.9;343.7958854;-4.98778216;0.00000966;-0.00000139
146498;5.6;346.2909697;-7.69373904;0.00003654;0.00000306
146585;4.4;348.5807746;-6.04900752;0.00001134;-0.00005444
146593;5.5;348.8928121;-3.49638739;-0.00000336;-0.00000083
146598;4.5;348.9730663;-9.0877172;0.00010542;-0.00000417
146612;5.1;349.2124;-7.72654719;-0.00000462;-0.00000417
146620;4.6;349.4760627;-9.18246727;0.00000588;-0.00000333
146635;5.2;349.740496;-9.61067545;0.00001344;0
146639;5.7;349.8499791;-5.12439655;0.0000567;-0.00000556
146780;6;353.5376892;-1.24753354;0.00003024;-0.00000333
146915;5.6;356.9857195;-2.76160943;0.00002688;0.00000139
146953;6;358.2106739;-8.99661975;0.00001806;-0.00000583
146973;6;358.6942659;0.10938628;-0.00001218;-0.00000333
147008;5.1;359.6685575;-3.55602372;-0.00001302;-0.00002028
147041;5.1;0.45595024;-3.0275009;0.00000462;-0.0000025
147042;4.7;0.49016671;-6.01406625;0.0000147;-0.00001111
147059;4.6;0.93498781;-17.33597302;0.00000798;-0.00000222
147064;5.8;1.08212973;-16.52902814;0.00001134;-0.00001639
147066;5.2;1.1254465;-10.5095205;-0.00000126;-0.00000278
147127;5.9;2.67868407;-12.57988762;0.00004536;-0.00001028
147133;5;2.81618425;-15.46794716;-0.00002268;-0.00007444
147144;5.5;3.0415888;-17.93835929;0.00001638;-0.00000861
147169;4.7;3.66011816;-18.93269008;-0.00000714;-0.00001861
147420;2.2;10.89743312;-17.98663157;0.0000693;0.00000889
147423;4.9;11.04747879;-10.60951485;-0.00000252;-0.00003083
147451;5.9;11.93031253;-18.06151202;0.0000126;0.00000861
147464;5.8;12.35672506;-13.56112174;0.00003024;-0.00002667
147470;5.2;12.53165029;-10.64425673;-0.00006426;-0.00006278
147519;5.5;14.0063674;-11.26656819;-0.00000588;-0.00000222
147546;5.8;14.68273;-11.38010383;-0.00000966;-0.00000528
147606;5.6;16.52138946;-9.83938424;0.0000084;0.00000111
147622;5.9;16.94258922;-9.78553421;0.00004326;0.000005
147632;3.6;17.14751052;-10.18222054;0.00006216;-0.00003805
147803;5.2;21.40503708;-14.59886613;0.00001134;-0.000005
147812;5.7;21.71494548;-13.05659383;0.00000504;0.00000194
147886;5.6;23.65735446;-15.67620823;0.00002772;0.00000083
147901;5.5;23.99561683;-15.400078;0.00000504;0.00000472
147962;5.8;25.43644234;-11.324618;0.00001218;-0.00011444
147986;3.6;26.01716735;-15.9374003;-0.00049896;0.0002386
148036;4.8;27.39626408;-10.68643446;-0.00004158;-0.00002583
148059;3.9;27.86516833;-10.33505651;0.00001134;-0.00001083
148078;5.7;28.21706824;-16.92918659;0.00001218;-0.00001333
148170;5.9;30.74386516;-15.30617476;0.00000672;0.00000056
148354;5.6;35.5059586;-10.77765969;0.0000399;-0.00002361
148356;6;35.52084576;-17.66223135;0.00000378;-0.00001667
148385;4.9;36.48749638;-12.29048195;-0.00000336;-0.0000025
148386;5.8;36.50113393;-15.34108051;-0.0000168;-0.00001306
148445;4.8;38.02180915;-15.24460527;-0.00002058;-0.00003305
148528;5;39.89090185;-11.8721401;0.000042;-0.00006583
148550;6;40.39161443;-14.54955221;-0.00000924;0.00001167
148575;4.4;41.03069809;-13.8587104;-0.00000168;-0.00000417
148584;4.6;41.27569378;-18.57246222;0.00009744;0.00001056
148721;6;45.48390356;-9.96166723;0.00001386;-0.00000361
148897;5.8;49.67171375;-18.5595953;0.00004032;-0.000015
148972;5.9;52.00402294;-11.28667615;0.00000042;-0.00001361
148985;5.6;52.40023543;-12.67481015;0.00000336;0.00000056
149057;5.7;53.99040243;-11.19363465;0.00000882;0.00002333
149063;5.3;54.0724483;-17.46704805;0.00000756;-0.0000025
149132;5.7;55.89079067;-10.48564248;-0.0000042;-0.00000472
149158;4.6;56.53529107;-12.10167396;0.00001386;0.00001611
149251;5.9;58.81780047;-12.09921539;-0.00001596;-0.00001111
149283;3.2;59.50740871;-13.50851617;0.00001806;-0.00003083
149299;5.9;59.87523801;-12.5742881;-0.00000336;-0.00000889
149351;5.7;61.09448003;-12.79236852;0.00000294;0.00000361
149412;5.5;62.32433495;-16.38580583;0.00000042;0.00000139
149478;5.1;63.59870584;-10.2563063;-0.00000252;-0.000045
149674;5.5;67.27894513;-13.04852143;0.00000126;-0.00000167
149781;4;69.54510804;-14.30405518;-0.00002142;-0.00004472
149789;5;69.72338335;-12.12302122;-0.00001512;-0.00000306
149797;5.6;69.83211245;-14.3592912;0.00003528;-0.00003528
149818;4.5;70.11039987;-19.67157672;0.0000063;-0.00002667
149856;5.7;71.03341687;-18.66630644;0.00001806;-0.00000194
149888;5.6;71.90127578;-16.93441712;0.00003906;0.00004722
149901;6;72.13543397;-16.32955567;0.00000126;0.00001
149924;5.2;72.54830522;-16.2171585;0.00001218;0.000015
149985;5.8;73.7784638;-16.74044219;0.00000252;0.00000028
149988;5.8;73.82760985;-16.41777001;0.0000021;0.0000125
150029;5.9;74.4365181;-14.23131873;0.00000294;0.00000306
150052;5.5;74.75536865;-16.37574182;-0.00004116;0.00004111
150058;6;74.90199777;-14.8056971;0.0000063;0.00000556
150060;5.7;74.96038907;-10.2633342;0.00000756;-0.0000375
150064;4.9;74.9823769;-12.53754316;0.0000126;-0.00002528
150206;5.9;77.84519478;-11.84915991;0.00000798;0.00001556
150223;4.5;78.07455732;-11.8690404;0.00000798;-0.00000417
150237;3.3;78.23280717;-16.2055584;0.00001134;-0.0000075
150239;4.5;78.30784462;-12.94152381;-0.00000378;-0.0000025
150304;5.7;79.41754509;-13.51977423;-0.00000336;-0.00001278
150326;5.9;79.71019083;-18.13013979;0.00011256;0.00001611
150340;4.3;79.89380382;-13.17677407;-0.00000084;-0.00000056
150345;5.3;79.99610375;-12.31555173;-0.00000168;0.0000025
150396;5.2;80.8756871;-13.9271995;0.00000084;0.00000111
150416;5.7;81.11827465;-16.97610612;0.0000042;-0.0000075
150420;5.9;81.25669558;-10.32906222;-0.00000504;-0.00000611
150442;5.8;81.49931636;-19.69550688;0.00000126;-0.00000611
150547;2.7;83.18252544;-17.82229518;0;0.00000056
150617;6;84.28655535;-11.77582644;0.00000588;-0.00000917
150739;5.8;85.84015159;-18.55756245;0.00000462;-0.00000417
150801;3.7;86.73888492;-14.82201093;-0.00000462;-0.00000028
150814;6;86.86148131;-10.53314012;-0.0000084;-0.00000667
150845;5.6;87.40210615;-14.48363569;-0.00000756;-0.00001222
150932;5.8;88.68151907;-11.77396834;0.0000189;0.00001083
150957;3.8;89.1012108;-14.16778285;-0.00001218;0.00003833
151037;5;90.46013254;-10.59798407;-0.00000168;0
151093;5;91.24634493;-16.48433913;-0.00000168;-0.00000028
151098;5.8;91.36246575;-10.24268422;0.0000042;0.00000667
151110;4.7;91.53896203;-14.9351581;-0.00000378;0.000005
151142;5.5;91.92345352;-19.16593441;0.00000378;0.000015
151178;5.7;92.39310776;-14.58423852;-0.00001344;0.0000125
151283;5;93.93694596;-13.7183884;0.00000336;-0.0000025
151294;5.9;94.03220023;-16.61784178;-0.00000084;0.00000222
151322;5.3;94.42389609;-16.81581424;-0.00000336;0.00000222
151334;5.3;94.55716325;-19.96694631;-0.00000252;0.0000025
151401;5.5;95.35279221;-11.77339022;-0.00000252;-0.00000139
151428;2;95.67489258;-17.95600353;-0.0000021;-0.00000056
151458;5.4;96.04304274;-11.53021252;-0.00001554;-0.00001028
151461;6;96.08562612;-12.96238521;-0.00000336;-0.00000306
151546;5.9;97.15536793;-17.46617314;-0.0000021;0.00000111
151602;5.3;97.8459267;-12.39175743;0.00001134;-0.00000444
151694;5.8;99.09518943;-18.65994546;-0.00000336;0.00000472
151702;4.1;99.17100209;-19.25613461;0.00001848;-0.00002083
151730;4.6;99.47249831;-18.23739008;-0.00000294;-0.00000194
151737;5.9;99.64768137;-16.87353919;-0.00000252;-0.00000639
151751;5;99.81966044;-14.14568844;0.0000021;-0.00000028
151881;-1.6;101.2871904;-16.71614763;-0.00015918;-0.00033499
151895;5.3;101.4971531;-14.79616365;-0.00000756;-0.00000472
151911;5.5;101.6628033;-10.10734524;-0.00000084;0.00000028
151919;5.2;101.7129366;-14.42593309;-0.00000042;0.00000333
151962;5.3;102.2406784;-15.14468311;0.00000084;-0.00000111
151992;5.9;102.59137;-17.08399755;0.00000378;0.00000444
152055;5.6;103.3284409;-19.03280418;-0.0000147;0.00000083
152071;4.3;103.547516;-12.03864342;-0.00003948;-0.00000361
152123;5.2;104.0277373;-14.04348018;0;0.00000139
152126;4.4;104.0342621;-17.05405075;-0.00000126;0.00000306
152303;4.1;105.9396214;-15.63320544;0;-0.00000167
152394;5.3;106.6697091;-11.29425123;-0.00000336;-0.00000139
152477;6;107.3884425;-16.23473915;-0.00000672;-0.0000025
152570;6;108.2797428;-11.2512874;-0.00000336;0.00000278
152598;6;108.6177348;-10.31660669;-0.00000126;-0.00000306
152641;5.4;109.060185;-15.5854196;-0.0000189;-0.00000139
152724;5.4;109.8672479;-16.39511983;0.00004578;-0.00003667
152749;5.7;110.2427267;-14.36011625;-0.00000504;0.00000444
152776;4.9;110.5566602;-19.01651785;0.0000021;-0.00000111
152834;5.2;111.1671315;-16.20115006;-0.0000042;-0.00000278
152840;5.8;111.284652;-13.75208807;-0.00005922;-0.00000139
152894;5.7;111.7834692;-17.86450385;0.00000042;0.00000417
152909;5.9;111.9653359;-11.55693757;-0.00000126;-0.00000028
152941;6;112.342007;-10.32737601;-0.0000021;-0.00000778
152943;5.9;112.3411734;-14.99917184;-0.00005334;-0.00007055
153062;5.8;113.3314322;-19.41243469;0.00000672;-0.00001861
153072;5.1;113.4497113;-14.52390547;-0.00000378;0.00000111
153118;5.6;114.0161284;-14.49273598;-0.00000294;0.00000083
153149;5.7;114.1710202;-19.70232393;-0.00000168;0.00000167
153227;5.1;115.0965788;-15.26372201;-0.00000294;-0.00000611
153372;5.1;116.486925;-14.56380798;-0.0000042;0.00000194
153414;5.5;116.9861708;-12.19311805;-0.00003192;0.00001639
153454;5.5;117.421667;-17.2284563;0.00001554;-0.0000325
153500;5.3;117.9429173;-13.89803537;-0.00001806;-0.00009444
153520;5.7;118.078588;-14.84629977;-0.00000336;-0.00000056
153687;4.6;119.9668679;-18.39935671;-0.00000084;-0.00001167
153890;4.3;122.2567393;-19.24501808;-0.00000462;-0.00000167
153898;5.5;122.3687228;-16.24898059;-0.00000504;-0.00000194
153924;5.6;122.6662066;-13.79924079;-0.00006972;0.00001583
153942;4.7;122.817994;-12.92692656;-0.00000714;0.00000333
153993;5;123.3331984;-15.78823355;-0.0000042;-0.00000083
154093;6;124.5994362;-12.63191564;0.00007644;-0.00027221
154150;5.6;125.3383824;-20.07914581;-0.00000168;-0.00000528
154159;5.9;125.4774324;-17.58634821;-0.00002814;-0.00000389
154244;5.9;126.481633;-14.92988059;-0.00000336;0.00000889
154257;5.7;126.6747537;-12.53439361;-0.00002604;-0.000005
154359;5.4;127.8789498;-19.57739044;-0.00000966;-0.00000194
154515;5.1;130.0060965;-12.47539612;-0.00002394;-0.00000028
154552;5;130.4304716;-15.94329718;-0.00000084;-0.00002555
154622;4.4;131.5939098;-13.54771853;0.00000462;-0.00000306
154745;5.9;133.8018063;-18.2413177;0.00000546;0.00000056
154804;5.9;134.6829733;-16.13263631;0.00007014;0.00006055
154950;5.7;137.2678573;-18.32874537;-0.00001554;0.00000278
154953;5.8;137.2980327;-12.35772946;0.00000588;0.00000083
154989;5.8;137.9947616;-19.74770966;-0.00001722;0.00001222
155060;6;139.2811916;-14.57362733;-0.00001386;0.00000333
155091;5.9;139.8884749;-15.83448043;0.00001512;-0.00001278
155096;4.9;139.9434583;-11.97495455;-0.00000672;0.00000278
155273;5.7;143.0857055;-19.40050685;-0.00000294;0.00000083
155388;5;145.0765558;-14.3323192;-0.00000756;-0.00000528
155542;4.3;147.8696819;-14.84659713;0.0000063;-0.00000722
155588;5.2;148.717599;-19.00941775;-0.00001386;-0.00001028
155704;5.8;151.0121457;-18.10157038;-0.00000294;-0.00000056
155713;4.7;151.2811873;-13.06476307;-0.0000105;0.00000417
155739;5.9;151.7899665;-17.14133689;0.00000798;-0.00001222
155780;5.4;152.5244672;-12.81601851;-0.00003612;-0.00003139
155785;3.8;152.6470756;-12.35410149;-0.00005796;-0.00002472
155980;4.1;156.522685;-16.83629749;-0.00003738;-0.00002167
156029;5.5;157.7490689;-13.58820489;-0.00001302;0.0000025
156095;5.9;159.1349237;-12.23020448;0.00007602;-0.00018749
156110;4.8;159.388457;-13.38443524;0.00000966;-0.00000889
156122;5.1;159.6456739;-16.87664233;-0.0000294;0.00000722
156124;5.9;159.7098905;-12.44372129;-0.00001638;0.00000056
156221;5.6;161.7168122;-17.29674201;-0.00000588;-0.00000361
156256;3.3;162.4062956;-16.1936615;0.00002772;0.00005583
156301;5.3;163.3730293;-20.13881021;0.0000231;-0.00006639
156310;5.8;163.5743461;-13.75793568;0.00000084;0.00000389
156375;4.2;164.943663;-18.29880086;-0.00013608;0.00003611
156421;5.6;165.8123344;-11.30353716;-0.00002016;-0.00003
156605;3.8;169.835269;-14.77858874;-0.0000357;0.0000575
156646;5.1;170.8412984;-18.78012913;-0.0000924;-0.00000944
156658;5.1;171.1523946;-10.85931766;-0.00000798;0.0000075
156661;4.1;171.2205611;-17.68402552;-0.00002898;0.00000111
156685;6;171.7896408;-12.35683507;-0.00002898;0.00000583
156750;6;173.3110992;-16.28051964;-0.00000042;-0.00001222
156802;5.6;174.667025;-13.201849;0.00002646;0.00003333
156869;4.9;176.1908715;-18.35079279;0.00000966;-0.00000861
156988;5.2;179.0039721;-17.15083138;-0.00001512;-0.00000167
157041;5.6;180.1855393;-10.44618172;0.0000357;-0.00013222
157042;5.3;180.2133145;-19.65885991;-0.0000042;0.00000361
157176;2.8;183.9516117;-17.54194798;-0.00004704;0.00000639
157184;6;184.2639202;-16.6937421;-0.00001386;0.00000083
157211;5.9;184.9082201;-19.25568484;0.00000252;0.00000222
157226;5.4;185.2324077;-13.5655106;0.00000126;0.00000528
157272;6;186.2988458;-11.61035961;-0.00001848;-0.00000639
157323;3.1;187.4661378;-16.51543929;-0.0000609;-0.00003833
157345;4.4;188.0176545;-16.19615558;-0.00012432;-0.00001694
157350;5.7;188.1501545;-13.85903813;-0.00004158;-0.00001417
157361;5.8;188.3927759;-12.83016312;-0.00000504;0.00001528
157448;6;190.317697;-13.01486587;-0.00003654;0.00000222
157451;6;190.4548975;-19.75867665;-0.000063;0.0000075
157584;6;193.5777942;-11.64853752;-0.00004032;0.00000361
157739;5.3;196.9743036;-10.74034007;0.00000504;-0.00000167
157788;5.1;198.0148417;-16.19861987;0.00002856;-0.00007944
157806;5.6;198.5454501;-19.93080984;-0.00003654;0.00004639
157823;5.3;198.9949838;-19.9431823;0.00009114;-0.00003194
157844;4.8;199.6013378;-18.31135666;-0.00031584;-0.00029694
157899;5.5;200.7548134;-17.73532589;-0.00001386;-0.00000806
157923;1.2;201.2984096;-11.16129289;-0.00001092;-0.0000075
157938;5.6;201.6799137;-12.70768762;-0.00003738;-0.00000556
157946;4.9;201.8633307;-15.97353905;-0.00003486;0.00000667
157987;5.9;203.0118227;-18.7288872;-0.00002814;-0.00000389
157998;5.6;203.2153391;-15.36304142;-0.00002142;-0.00000056
158021;5.8;203.668656;-13.21441855;-0.0000126;-0.00000278
158131;5.7;206.1243443;-16.17913357;0.00000336;-0.00000167
158152;5.8;206.4846948;-12.42653484;-0.00000462;0.00000222
158165;5.8;206.8558157;-17.85994254;0.00001722;-0.00000944
158186;5.1;207.4679698;-18.13417341;-0.00002898;-0.00001
158401;5.1;212.7105097;-16.30195056;0.00000168;-0.00000167
158427;4.3;213.224064;-10.27371505;0.00000252;0.00003917
158448;5.6;213.8506308;-18.20076488;-0.00001134;-0.00000333
158481;5.7;214.6594435;-18.71603461;-0.00001806;-0.00001167
158489;4.6;214.7775479;-13.37113001;-0.00000462;0.00000806
158821;5.4;222.3295543;-14.14893826;-0.00001764;-0.00000389
158836;5.3;222.6717713;-15.99731681;-0.00002856;-0.00001889
158840;2.9;222.7197422;-16.04178064;-0.00003066;-0.00001861
158887;5.8;223.5954134;-11.8984681;-0.00001512;-0.00000278
158915;5.6;224.1921887;-11.40972346;0.00000252;0.0000025
158946;6;224.723472;-11.14404284;-0.00002898;-0.00001722
159028;5.3;226.6565853;-16.25680834;-0.00001218;-0.00000583
159090;4.7;228.0554313;-19.79175179;-0.00001092;-0.00001083
159105;6;228.3299939;-19.64748498;-0.00001512;-0.00001028
159227;5.8;230.9677699;-12.36959886;-0.00001092;-0.00001111
159234;5.1;231.0496783;-10.32229788;-0.0000189;-0.00004278
159280;5.9;232.0643205;-16.7164977;0.00000546;-0.00000889
159307;5.9;232.6683041;-16.60945597;0.00000546;0.00000028
159330;5.5;233.1529584;-19.67052362;-0.00000672;-0.00001056
159335;5.6;233.2302126;-16.85292244;-0.00000294;-0.00000389
159370;4;233.881675;-14.78958838;0.0000189;0.00000222
159411;5.5;234.7273588;-19.30193172;0.0000252;-0.00002111
159442;5;235.486759;-19.67887391;-0.00001092;-0.00002861
159466;5.5;236.0184675;-15.67284726;-0.00000966;-0.0000175
159563;4.3;238.4564811;-16.72940014;0.00002898;0.00003694
159572;5.9;238.7515144;-19.38309007;-0.00000462;-0.00000556
159607;4.7;239.5474774;-14.27937731;-0.00000336;-0.00000417
159625;5.5;240.0816857;-16.53338376;-0.0001848;-0.00010972
159665;4.2;241.0922569;-11.37319854;-0.00001722;-0.00000806
159682;2.9;241.3594112;-19.80538762;-0.00000126;-0.000005
159683;5.1;241.3606448;-19.80197107;-0.00000546;-0.00000556
159715;5.6;241.9016822;-12.7455103;-0.00001302;-0.00000806
159764;4.3;242.9989534;-19.46058493;-0.00000294;-0.00000639
159793;5.5;243.4619912;-11.83762913;-0.00000294;-0.00000167
159892;4.6;246.0258505;-20.03739894;-0.00000798;-0.00001306
159918;4.9;246.7559256;-18.45637348;-0.00000294;-0.00000722
159948;5.8;247.445622;-14.55073881;0.0000105;0.00000528
159963;4.4;247.7847971;-16.61268917;-0.0000147;-0.00000972
160006;2.7;249.2898724;-10.56710106;0.0000042;0.0000075
160046;5;250.3933563;-17.74218706;-0.0000063;-0.00000028
160052;5.6;250.473677;-19.92452392;0.0000063;0.00001139
160118;4.7;252.4585817;-10.78302602;0.0000273;-0.00002555
160299;6;256.9411713;-16.09238888;-0.00000504;-0.0000025
160324;5.6;257.4499294;-10.52328983;0.00001596;-0.00002944
160332;2.6;257.5946546;-15.72484721;0.00001134;0.00002722
160462;6;259.9720389;-17.75638439;-0.00000294;-0.00000583
160479;4.4;260.206997;-12.84674338;0.00001302;0.00000194
160653;5.7;263.6931233;-11.24192928;0;0.00000222
160700;3.6;264.3967609;-15.3985694;-0.00001218;-0.00001639
160701;5.9;264.4007527;-15.5711306;-0.00000252;-0.00000028
160708;5.9;264.5396985;-10.9263125;-0.00000378;-0.00000278
160747;4.4;265.353795;-12.8752658;-0.00002016;-0.00001472
160915;5.9;269.0792631;-15.81246108;-0.00000294;-0.0000175
161093;5.7;271.9516138;-17.15420897;-0.00002898;0.00001639
161260;6;274.2985856;-17.37405352;-0.00000084;-0.00000528
161348;5.7;275.0366609;-15.83158355;0.00001092;-0.00000917
161376;5.4;275.3462318;-18.86006765;0.00000336;-0.0000025
161415;5.7;275.8007525;-12.01499057;-0.00000252;-0.00000778
161493;6;276.9854366;-17.80010337;-0.00000126;0.00000194
161520;4.7;277.2995282;-14.56584943;0.00000126;-0.00000111
161528;6;277.4449661;-14.58172209;0.0000063;0.00000694
161540;5.8;277.5495951;-18.72888147;0.00001092;-0.00002639
161564;5.2;277.8597327;-18.40278185;-0.00000084;-0.00000694
161569;5.8;277.8570495;-10.7958259;0;-0.00000417
161587;5.9;278.1803955;-14.86555001;-0.00000126;0.00000028
161605;5.7;278.4125661;-14.853719;0.00000714;-0.00000333
161632;5.3;278.7600749;-10.97715393;0.00001428;-0.00000028
161817;5.8;281.6804842;-10.12495109;-0.00000168;0.00000056
161964;5;283.6796097;-15.60300024;-0.0000021;-0.00000139
161984;5.6;283.8793056;-16.37668663;-0.00000756;-0.00005139
162052;5.4;284.8492771;-12.84046835;0.00000042;-0.000005
162130;6;285.7660649;-19.24524039;0.0000021;0.00000167
162177;5.9;286.4216022;-15.6603224;-0.00000042;-0.00000139
162201;5.9;286.7178358;-16.22891388;0.0000063;0.00000111
162229;5.4;287.0696945;-19.29007378;0.00000168;0.00000222
162326;5.6;288.3148657;-12.28244908;0.0000042;-0.00000667
162413;5;289.4088242;-18.95300946;-0.00000294;-0.00000417
162512;4;290.4183166;-17.84715354;-0.00000714;0.00000667
162518;4.6;290.4318911;-15.95501933;0.00000084;-0.00000167
162521;6;290.4620871;-18.30839275;0.00002982;-0.00002555
162595;5.8;291.340575;-13.8973885;0.00002184;0.000015
162609;5.7;291.5462337;-15.05299723;0.00000672;0.00000278
162792;5.2;293.7803923;-10.5605258;0.00000294;-0.00000083
162816;5.9;294.2642009;-18.23112306;0.00000504;-0.00000333
162827;5.6;294.3934511;-14.30173012;-0.00003066;-0.00003944
162883;5.5;295.1808804;-16.29317227;0.00002058;-0.0000125
162915;5.1;295.6297684;-16.12403908;0.00001932;-0.00000278
162931;5.5;295.8898598;-15.47000294;0.00004452;-0.00005
162964;5.1;296.5906642;-19.76111286;-0.00003864;-0.00002444
163036;5.5;297.6951313;-10.76350133;-0.00000798;0.00000944
163060;6;298.0502151;-19.04497323;0.00000042;-0.00001611
163141;5;299.4877238;-15.49146136;0.00000462;-0.00002722
163168;5.9;299.9475655;-9.95827016;-0.00007644;-0.00011111
163195;5.8;300.4942614;-13.63706045;0.00001092;0.000005
163337;5.9;303.1079709;-12.61742955;0.0000567;-0.00005361
163422;4.5;304.4120589;-12.50819912;0.0000063;0.00000028
163427;3.8;304.5137171;-12.54481858;0.00001848;0.00000139
163445;5.5;304.8484546;-19.11847629;0.0000021;-0.00000194
163468;4.8;305.1661008;-12.75919368;0.00000546;-0.00000528
163481;3.3;305.2529091;-14.78137446;0.00001218;0.00000056
163592;5.2;306.8302178;-18.21172328;0.0000042;-0.00000306
163614;5;307.2151184;-17.81362862;-0.0000042;-0.00000583
163665;5.8;308.0988104;-9.85343145;0.00008694;0.00002861
163771;5.3;309.8183358;-14.95483577;0.0000021;-0.00000611
163779;5.3;310.0124609;-18.13863962;-0.00000588;-0.00000556
163783;5.9;310.1355982;-16.12426139;-0.00001974;0.00001972
163924;6;312.6742118;-12.54489879;0.00003612;-0.00001972
163975;5.9;313.6995041;-17.92298682;-0.00001512;-0.00000556
164013;6;314.4194705;-16.031586;0.00001554;0
164027;6;314.6747748;-14.48268859;-0.00001218;-0.00000056
164132;4.2;316.4869843;-17.23278099;0.00002478;-0.00001611
164156;6;316.9359261;-17.45537575;0.00000504;-0.0000075
164182;4.5;317.3986636;-11.37170942;0.00002688;-0.00000417
164263;5.5;318.9370226;-15.17152219;0.00000798;0.00000139
164286;5.4;319.4888144;-17.98519516;0.00000504;-0.00000056
164346;4.3;320.5618312;-16.83460612;0.00000966;0.00000111
164364;5.5;321.0480273;-12.87816039;0.00002604;0.00000194
164520;4.7;324.2701787;-19.46595699;0.00000336;0.00000083
164560;3.8;325.0228661;-16.66235031;0.00005544;-0.00000667
164580;5.3;325.3871122;-14.04755793;-0.00003402;-0.00008528
164593;4.8;325.6646874;-18.86632092;0.00004368;-0.00000167
164600;6;325.7685372;-14.39959421;-0.00000042;0.00000694
164612;5.9;326.0040917;-14.74947216;-0.00000672;0.00000194
164639;5.4;326.6338877;-11.36596781;0.00000882;-0.0000025
164644;3;326.7603584;-16.12728087;0.00007728;-0.00008222
